time,phase1,phase2,phase3
473,(7637.9206207360885+2527.423284973714j),(7608.937850205397+2500.0130853397777j),(10764.487981296883+3528.4008004994407j)
474,(7798.741160003017+2571.850876232814j),(7860.932590512828+2587.686272381973j),(9097.42756549312+2985.049976029626j)
475,(7927.538895719699+2609.644077486973j),(9394.027190795267+3091.463984650315j),(8951.185472225688+2943.307592955279j)
476,(7827.198846047091+2625.8944361382983j),(7457.907353064715+2434.613851471715j),(18281.174298898357+5958.927118754404j)
477,(7801.831422099649+2624.5126165683764j),(7511.791030395414+2447.189552430033j),(20427.838285118443+6658.364116535295j)
478,(7907.184896305954+2662.3645730141557j),(6104.826961711123+1991.3678329333993j),(20259.32448184411+6589.356770557648j)
479,(8073.474833285912+2675.240375836722j),(5935.072045167671+1953.2749290883316j),(10681.267843546651+3490.1639702261646j)
480,(9949.19867812472+3299.3599573669076j),(6021.118052332766+1983.9781425460146j),(12825.4517697671+4178.129935625967j)
481,(10099.939575652117+3347.445181139018j),(6156.868514423757+2029.5335125822094j),(12701.407885906081+4137.829514055587j)
482,(7963.267450760856+2646.200056248828j),(6068.670464478468+1993.7020271882002j),(12804.172552812423+4181.591817903033j)
483,(7742.468482538305+2555.934323108388j),(9525.599057304738+3123.4438447996j),(11045.005416686705+3630.0959702522823j)
484,(15349.031232619756+5033.8946613481085j),(9465.211991688815+3142.1077288666434j),(11201.930299220443+3645.9397247407264j)
485,(23815.18052010468+7860.99518821313j),(9333.028610808416+3102.892755546943j),(13023.780904460687+4224.772545421934j)
486,(23766.248429956308+7848.000747194905j),(7610.215643230105+2532.1911126902414j),(12933.776045351087+4191.661143728952j)
487,(15951.189255560437+5282.224429651362j),(7817.15569223859+2563.4276380911124j),(12963.155386044209+4244.218962746611j)
488,(7826.320199581091+2582.022031649998j),(8368.894197217747+2742.368021038842j),(9867.773829054826+3242.697267415336j)
489,(7778.3697021511325+2555.351670892833j),(8789.164235124863+2885.3566692620016j),(8070.87865664312+2657.3558192659148j)
490,(4867.572347266986+1604.9660990022508j),(8754.101817270206+2856.3847141796678j),(8397.534561629713+2774.942512437023j)
491,(5359.971911508883+1766.274992595056j),(8767.880751980229+2863.85895712744j),(8335.52413905359+2752.9913452327j)
492,(15218.119411572963+4918.096109799654j),(9820.681303559359+3288.513076931613j),(8316.72697810908+2715.958253069578j)
493,(15614.320036272107+5048.488014482452j),(9565.055815551828+3205.5468633352516j),(8468.3512803921+2763.5639062801247j)
494,(16174.183011517876+5246.499084682151j),(9258.254999002384+3100.5405542761555j),(11275.56648497519+3675.6177554151604j)
495,(5672.509036967476+1873.2331124289406j),(9310.51236706148+3033.3790342444972j),(11550.364342698445+3813.5182706811493j)
496,(13895.469158002541+4534.92294199534j),(9281.241699915388+3075.391537883012j),(11391.09636673053+3724.1130170116517j)
497,(13536.803892649561+4403.961355700377j),(9184.757935831498+3048.95506693589j),(9349.949313829578+3058.6527761366465j)
498,(13192.732217019746+4296.476453463728j),(8338.633914327704+2768.019342615021j),(9381.0472724791+3066.1985631158045j)
499,(4999.789853585218+1649.0196190398253j),(8107.075866886369+2644.853519685207j),(9301.572235545294+3070.223473294268j)
500,(4726.912207862389+1559.052224880111j),(8024.931193390354+2616.820949156899j),(9339.485608649611+3083.476247770497j)
501,(4525.068305641153+1493.7147724158135j),(7766.5086852500735+2531.0448435667176j),(9492.845915178676+3133.3956203488897j)
502,(6578.086905800869+2175.5657788215835j),(7800.615192677205+2544.712787112051j),(11274.60727775746+3711.599939254456j)
503,(6970.379867378438+2313.4897158765416j),(4933.07151175725+1616.9913730834576j),(11189.662705476616+3663.3369636854104j)
504,(7021.060939786939+2329.9747565342755j),(4988.919033174673+1635.3662611360235j),(11180.639516656065+3660.681853121288j)
505,(6918.279301661002+2292.14556924249j),(5076.220920341243+1665.2676544016806j),(9804.748477970568+3212.6339697533463j)
506,(7015.38851559814+2315.0094714598313j),(5613.045479642817+1846.1758341711266j),(7678.418285798308+2520.259436131825j)
507,(7374.941789324363+2432.4642662412843j),(5653.28993552868+1860.7577150003672j),(7554.748149110545+2479.002345210266j)
508,(7449.797585805602+2456.9601322047456j),(5496.570025155285+1809.858056807506j),(7497.300739313222+2459.3502861509323j)
509,(7605.60489555495+2470.8665911457565j),(15864.704696762084+5148.1695109795755j),(7325.79804364975+2444.155968801023j)
510,(7223.492954538992+2350.5921338750895j),(15349.424905891414+4976.457047458515j),(7134.375928150481+2379.4036020510457j)
511,(7222.157475297049+2350.659104735617j),(15526.875679969708+5031.834429034223j),(7267.727090365276+2425.9391698415902j)
512,(7347.617095441785+2422.4480997414857j),(5743.466668903116+1891.3548073003733j),(7256.710739164538+2381.380472037791j)
513,(7845.371964921544+2565.5432149488543j),(14210.005042579041+4661.473086001547j),(7120.122281748744+2363.5051057981455j)
514,(9992.96321345558+3250.055627942916j),(13803.422177190347+4555.539813870983j),(4259.759571452857+1411.4225574588213j)
515,(10355.231151480793+3367.1243538225585j),(13998.726907404249+4621.539527431017j),(4450.096318248488+1474.1139857411522j)
516,(10592.498800480209+3473.4584590045442j),(5281.326604348128+1753.1792170023973j),(4439.324973733264+1451.525881770042j)
517,(8456.70944496224+2779.015613520389j),(5200.811020624015+1719.6011096474242j),(4482.6427580694935+1469.6430053933047j)
518,(8555.894873226822+2812.575490015217j),(5207.890968848134+1721.5221476386284j),(4644.055422789382+1522.565419011323j)
519,(9054.02204841637+2962.267674566699j),(8268.823414869566+2728.9655354358424j),(4446.306003267686+1465.6669866161599j)
520,(8952.058440252391+2931.6853445780434j),(8102.212750368775+2672.270532090949j),(4859.966534573123+1601.3440163811688j)
521,(8831.883001983117+2882.6308798945806j),(10621.078483907651+3492.25695026164j),(4856.118895288988+1608.1036384973254j)
522,(8662.817128584216+2827.139808851507j),(10678.596447418066+3510.3894904487793j),(4760.5891801347525+1577.0312999925623j)
523,(6685.511887640171+2181.9281050709446j),(10728.40074558208+3517.328596324687j),(4644.793723107545+1542.1153239998125j)
524,(6466.458817110174+2104.3461499292134j),(12832.415817303676+4203.113759492197j),(4606.594957604351+1535.9289283008966j)
525,(6006.781549199797+1954.6246071087708j),(12881.469852749691+4216.782952330928j),(4246.356173143041+1416.5823388306876j)
526,(5994.260453011857+1960.1868303769347j),(12854.000478496528+4192.346909240754j),(6843.621815695714+2280.06144149584j)
527,(5957.496385251402+1954.2499385574058j),(10791.045755503139+3520.94719453908j),(6900.337945681326+2289.2754888521895j)
528,(6134.66456180188+2017.9294131805332j),(10857.787534665084+3534.996226997944j),(8610.573039394652+2854.869471602251j)
529,(6034.862116782164+1984.6471833247388j),(10861.683571271882+3536.588620563505j),(8377.89922269649+2778.3175589398315j)
530,(5843.373641029554+1927.8513438200007j),(10691.36743451448+3472.2041075399516j),(10319.062815722742+3417.7397912631322j)
531,(5458.536950169156+1796.2650885695602j),(10705.664862328824+3483.0802787118096j),(8791.529328267347+2914.291283707539j)
532,(5458.973339363947+1797.464031162452j),(10195.449891596043+3316.4936192030473j),(8869.372668022732+2937.7643672115955j)
533,(5358.161686501785+1759.5087790992065j),(9956.98695482649+3246.5623127308636j),(6777.405119490964+2246.2938278220313j)
534,(4902.919611705431+1609.915827042243j),(9912.577049486714+3230.1789684885784j),(6607.219644503437+2191.1727079025413j)
535,(4920.08149343468+1614.4908522047617j),(10290.418816669771+3353.6516992763845j),(6605.945961814053+2192.4717966309627j)
536,(4918.488521477586+1611.6818019008256j),(12149.737883390455+3961.494537966435j),(6603.367423684786+2196.710708254568j)
537,(6584.153392666622+2148.846005584246j),(12126.652008817688+3971.7665694998605j),(6406.875816006977+2126.917387726471j)
538,(6584.225517179143+2148.9219787350394j),(12085.75007510143+3958.4313977101046j),(6396.8339293435365+2123.4653991501027j)
539,(6590.022983432364+2159.7399750415316j),(9715.997398823962+3189.254940142926j),(6566.449343428934+2169.4165780869716j)
540,(4625.983642955843+1523.0872593449903j),(11037.413990024703+3596.759256884027j),(8442.878343091128+2801.898239378545j)
541,(4434.5072466074635+1460.6111770066505j),(11052.577437625387+3599.6639079349225j),(8518.715673736115+2827.86744037959j)
542,(6554.950236176264+2140.966222285013j),(11051.685292105456+3628.8229564917224j),(6203.627184937135+2056.0039668315026j)
543,(6507.014425883978+2120.034071033858j),(10881.408989150306+3579.7819856704155j),(4160.332321614537+1380.5624318279097j)
544,(8408.720449065882+2729.2962434114474j),(12834.624789163765+4233.519574789399j),(4265.6129251576+1417.0270169689175j)
545,(6091.706335362324+2014.122217657062j),(14996.842146045316+4846.6495279896835j),(14931.083473507928+4957.113942975613j)
546,(5974.045532403329+1974.3676735772922j),(15185.803993591328+4907.3884774288335j),(14820.658863160483+4922.71815736996j)
547,(5874.403230846235+1943.2957498202036j),(15072.716525032023+4873.547642880675j),(14844.344191870288+4926.608276621248j)
548,(7918.705066168921+2571.5106293249305j),(12599.544732873572+4155.733864135245j),(3959.943362760713+1314.8671315442607j)
549,(7908.748211522347+2562.8284992986805j),(15640.663843813516+5138.892690966496j),(5016.28899269415+1674.3644954898646j)
550,(7299.369342527662+2369.43140302349j),(13934.91771329122+4576.143104367j),(4856.9933554494155+1618.4283476776218j)
551,(7307.18230385627+2383.0210401420886j),(13925.011430441213+4559.728943378254j),(6894.31460641681+2294.6500859865087j)
552,(7382.226070429213+2399.0359948737178j),(18073.170520040516+5904.27784954868j),(8526.291673033593+2853.58891934427j)
553,(6921.133604782458+2248.587118696709j),(18077.69514757853+5902.89591086944j),(8161.386836072965+2733.3983946535946j)
554,(6923.699896352713+2234.032655814569j),(19881.06378709092+6507.448016603195j),(5934.519025088455+1993.216080836575j)
555,(6817.440137399028+2197.236897752848j),(22009.004880871522+7204.419274204034j),(6182.896371180007+2080.1393538746133j)
556,(6817.797804847449+2196.819635275748j),(21968.175489877827+7192.558430283019j),(5980.6453032749005+2012.160927173864j)
557,(6819.863842897729+2201.9845310188557j),(20017.109371109887+6553.325496091778j),(6250.411277998547+2097.264516878702j)
558,(6971.626189064925+2251.8992778192733j),(18382.518312336102+6016.496141547236j),(5965.86268769969+1999.7894099992577j)
559,(6951.2252959832485+2245.1338199702j),(18486.849398004735+6050.181117133916j),(5965.746029047477+2000.0872450152171j)
560,(6906.540427300405+2230.2413275255444j),(18573.908304680932+6078.159185308344j),(5905.254741608983+1980.169969798667j)
561,(6902.566988041438+2223.4681048837424j),(21334.922531996082+6978.485620528603j),(5901.4279684972+1986.3812615790196j)
562,(6915.415885728038+2227.257215054852j),(21229.76563898425+6945.814382207673j),(5763.834696897503+1939.5189097675602j)
563,(19527.75270165597+6166.734477523873j),(21075.798256110593+7083.366600991524j),(5846.253915829644+1938.0886015662597j)
564,(17806.4592759187+5625.235423629724j),(21214.730250697143+7103.532230020788j),(5848.682066767314+1943.3418707682563j)
565,(17901.35660393399+5537.716870980808j),(35309.17808804715+11720.55402139631j),(6184.304530972126+2102.6739994637505j)
566,(5180.682003047983+1643.0801656937615j),(35406.954884266335+11431.939323482891j),(6098.8814363857755+2104.261171431418j)
567,(6268.3430517281995+1992.0974215892588j),(37921.58533828508+12222.140882333679j),(5916.833955895547+2048.393288939j)
568,(6628.647570064657+2133.1175246384673j),(26204.331532211487+8505.67681735087j),(5936.253223395475+2016.530881917913j)
569,(6777.447047124401+2200.3975720967173j),(23046.659429927826+7496.742745515745j),(6050.603457537902+2045.9725049660901j)
570,(5875.420151586709+1904.789066452011j),(21402.96661044858+6971.460357312083j),(5993.037671203097+2021.0678183315845j)
571,(5875.801574345842+1903.552160649605j),(21550.788646608133+7023.117417258629j),(5593.365493501111+1886.2572523023027j)
572,(5579.3682259533+1806.9613557132902j),(19689.616389918167+6429.347232235243j),(3147.2592003724444+1062.5642865623167j)
573,(5585.348683184383+1817.059249636252j),(15418.052525527295+5048.945513731055j),(3061.2167706370496+1025.7508024690746j)
574,(5964.283042721867+1940.3904888811758j),(15404.240074935846+5046.837336315617j),(3061.0076224684317+1025.320563659492j)
575,(5966.864550401018+1943.653862212675j),(13433.385772494661+4404.022887095141j),(2769.794621616624+925.3626560687242j)
576,(6099.85295894559+1986.9902892990108j),(13433.073999613262+4404.536499520281j),(2769.73453643359+925.2522647688756j)
577,(6103.261644742045+1992.2890982184458j),(10628.618194637533+3486.5986279956524j),(2607.1649549835174+867.7925686274068j)
578,(6133.604388935749+2001.4969060955664j),(10757.770552336195+3529.216274620475j),(2784.4093043335297+926.8740614980852j)
579,(6037.281606982993+1966.0317638450813j),(12915.353534711068+4230.698125883442j),(2968.8920940582207+992.137088488025j)
580,(6271.106293071038+2038.56811125148j),(14429.00546253132+4730.191072849157j),(2905.6234719850036+972.2800249364561j)
581,(6331.464618838167+2058.8617475416627j),(14341.113891257795+4700.542849731439j),(3098.9452352947865+1037.0605176272834j)
582,(6366.738477116804+2092.1055140638514j),(12202.484482722513+3974.733853455079j),(7995.667904595802+2659.0665688482154j)
583,(6802.308031751744+2241.2343436783895j),(10692.93451591945+3479.7127349212105j),(9269.103158002703+3072.1569447187762j)
584,(6964.261020513633+2292.8100229199563j),(10883.8916329041+3544.5213057787582j),(9017.564413751605+2989.7297297656796j)
585,(9106.898420505913+2986.008916018429j),(10880.535505895172+3566.098502808423j),(7744.201920383553+2562.8071670401378j)
586,(9282.97735545759+3041.724695692607j),(11806.767115926308+3868.01589515003j),(8002.7377691012925+2652.210296301758j)
587,(9273.458359666573+3037.378497286667j),(13852.451046656257+4524.560252918675j),(9870.155709398214+3279.654274290532j)
588,(7135.638077268105+2342.1972053766344j),(13863.30693545567+4506.459038973801j),(9876.22778936755+3290.5178613009252j)
589,(7247.356960662668+2380.4830104725716j),(12794.499215518419+4164.545628429874j),(9498.081622683978+3158.7475067892456j)
590,(7404.664958935443+2433.4838937974923j),(13029.928118306245+4245.34061167653j),(9274.006370334748+3083.0959627678794j)
591,(7572.264742368333+2491.5733135363803j),(12420.911673691799+4044.6700345019754j),(9739.783888029853+3234.271620936702j)
592,(7424.078795249466+2443.506908377252j),(12436.362508006096+4047.7184134888857j),(9934.097466428157+3299.229243744477j)
593,(7399.861582974903+2402.9950129125255j),(24929.413154070746+8037.763181537661j),(10286.74100633766+3502.357699545728j)
594,(7293.723319600585+2362.624366367083j),(26980.06163515822+8682.163172886974j),(10111.383320581595+3457.9308216938252j)
595,(7495.429082156909+2428.364343495667j),(26785.250060040482+8624.01231094111j),(10032.47656811717+3429.276942044642j)
596,(7289.734946776307+2399.3341668522894j),(14376.751236205331+4668.678776519885j),(11765.507983684096+3915.7326257734026j)
597,(7378.864657109338+2434.687117758735j),(12102.80607617507+3937.1237204562376j),(11592.181610454365+3840.0659815160648j)
598,(9162.16630164876+3017.4687395575816j),(12698.298931789337+4144.908326736406j),(12083.248873723845+3995.540284066917j)
599,(7214.3949513388525+2377.370740579038j),(11659.277311252858+3800.9998577481256j),(10598.831242497703+3508.4212994165687j)
600,(4526.468194501353+1494.1618674605709j),(11651.590626396008+3778.3874924823976j),(10759.705125417637+3574.245294684443j)
601,(4250.6123218768125+1400.9413705885313j),(11641.964344996173+3779.0319902421134j),(9361.140410284072+3112.6233828389313j)
602,(3799.385102355317+1247.124990075206j),(11207.164033767605+3652.6835326809787j),(6397.864885779752+2129.147120106598j)
603,(3799.385102355317+1247.124990075206j),(11207.164033767605+3652.6835326809787j),(6397.864885779752+2129.147120106598j)
604,(3848.395377855557+1259.6598273880102j),(13273.912112601962+4318.788010558889j),(6332.680479225799+2115.6938015317974j)
605,(3519.0620526647335+1156.2854726892622j),(10711.118192345319+3489.0093707823094j),(6338.608761272948+2107.9816288076718j)
606,(5558.15417136804+1821.7603774266247j),(10500.223558917798+3434.469046932703j),(6234.0329372275555+2066.6510727731447j)
607,(5508.318788613437+1806.4221350515245j),(10609.434594609633+3468.313419480976j),(6521.8316483011295+2162.4219247574033j)
608,(5507.749882768788+1806.3717376426102j),(10769.1819182067+3519.520068336709j),(6700.969659496403+2222.4217511198585j)
609,(3233.3167169434605+1065.6124001832338j),(10966.006197964896+3561.129340966197j),(8878.098938170282+2951.135980390599j)
610,(3450.540164023777+1137.9746127760527j),(10835.652218343195+3518.5937622467095j),(9308.490144217785+3092.1955544605444j)
611,(3510.399184931239+1150.6102475600171j),(13302.62772357255+4327.575038012859j),(7119.935232210912+2377.343003973917j)
612,(3531.432108025085+1157.0768840688254j),(13521.727892340235+4399.6268558268175j),(7119.380362105439+2377.577737597975j)
613,(3532.883324152456+1154.7785825669569j),(13465.592854648025+4389.841918446101j),(5511.887985262958+1841.4853919716088j)
614,(3350.7358488907275+1098.222032312603j),(11154.163309838455+3639.635411921479j),(5434.928058291296+1808.6818454141385j)
615,(3550.1269721275257+1162.0185072820327j),(11047.113500483976+3608.9923983131534j),(5016.079845020306+1668.4600268884838j)
616,(3626.5789159006863+1194.464229478824j),(11049.069084272105+3590.403746179747j),(7964.446683426112+2650.783575744669j)
617,(3615.2808225001413+1187.4124776993024j),(12903.934560191874+4179.631040660703j),(7957.457222549994+2661.97167688005j)
618,(3626.8359248774905+1189.8426739286708j),(14825.062148763303+4803.506862897442j),(8178.86121347498+2742.5405248618536j)
619,(3298.7031020820154+1067.1948341046168j),(26058.791172539255+8341.970456589133j),(8150.254909797501+2790.40265992375j)
620,(3300.606511431346+1070.5987252945888j),(24005.145944937707+7694.87042903677j),(8157.721518379059+2778.9980590111945j)
621,(3300.565408202083+1070.8907925464305j),(23938.399705652933+7672.640758762482j),(8330.063294072983+2836.6553859917303j)
622,(5825.627074253171+1910.0839308437867j),(12818.211607081394+4184.003503023716j),(8249.96533836617+2743.053517369979j)
623,(5906.892651313133+1936.6385381402729j),(12756.191788673052+4164.60198563355j),(8249.83947661446+2742.4082468836186j)
624,(6007.158850799561+1969.668603282226j),(12756.103955240087+4164.750617465408j),(8249.784119659682+2742.31036951837j)
625,(6456.152744684874+2131.91271667022j),(8374.263828377225+2746.912223981352j),(8119.860920367833+2667.0554128358644j)
626,(6443.8367811662365+2127.64212967706j),(8435.182816433153+2766.779480655009j),(8119.679397749611+2667.4565942887266j)
627,(6664.003656769604+2199.942905205385j),(8540.109016097213+2801.7581493100956j),(8231.712414736878+2704.472444108911j)
628,(6664.165337487222+2200.7772994453726j),(8381.032274600937+2749.5156693700214j),(8309.53804264782+2729.2000295946955j)
629,(8888.84784026213+2934.2753118272853j),(8339.488584122544+2739.072458030203j),(8128.20544511106+2667.7768560327786j)
630,(8742.23265830737+2883.657810103384j),(8441.741521072548+2773.643333459636j),(7608.469485108458+2497.926830624492j)
631,(8545.2076609775+2819.6413207770975j),(8094.63414772062+2658.850986819285j),(7609.438332500673+2497.6750818770697j)
632,(5918.300046787654+1954.212538663525j),(8264.94454860492+2709.537523859469j),(8013.188184974575+2633.3011535531436j)
633,(5917.986786446848+1953.6587353782327j),(8545.251068230387+2801.2022593475417j),(8012.697124276722+2634.119624007237j)
634,(5725.757739267575+1890.677999901728j),(8450.710559269392+2769.267028063972j),(8013.275679233419+2634.687929243683j)
635,(5640.4074292496225+1862.0877605766796j),(8271.720116988674+2711.1988847996367j),(7686.743428290354+2526.9676430780837j)
636,(5463.29318346064+1781.9646394556162j),(8851.02604366164+2917.0152706521717j),(2257.468266499916+746.7851804454997j)
637,(7108.19807186855+2320.5177023432184j),(8740.305152619518+2882.7721681043945j),(4323.797951476804+1424.9593713755107j)
638,(4514.779594197159+1479.2317299550355j),(8838.501941533536+2902.1904175515547j),(4327.139301988306+1431.1358570629563j)
639,(4671.42459114887+1522.8243971160828j),(11931.697710194187+3905.638544290953j),(4321.470370494373+1439.9394379496325j)
640,(4730.8694057414805+1536.7531287746597j),(11790.351825910477+3869.85572291435j),(2048.591844874061+684.0704697643996j)
641,(2920.6280167645427+951.9942183427163j),(11797.106695991284+3858.756529868757j),(2049.7487754386225+686.2110436268447j)
642,(2957.764446147913+967.5889652927058j),(11230.188999318787+3672.2578860505114j),(3880.3958913050374+1292.5231680786922j)
643,(2845.9734530115566+947.2304341178345j),(11480.877493348562+3705.8614277695096j),(14742.804038308854+4884.682472635614j)
644,(3087.010256698185+1027.0788769490935j),(11418.226599347747+3686.844727698307j),(14742.474514970489+4883.146849910354j)
645,(2897.806071075483+963.7167533300732j),(9524.138266434344+3078.361777130312j),(12879.169103447393+4257.589713827857j)
646,(2696.3196493536616+886.5212768300964j),(10100.856310156467+3293.700315426125j),(5370.326265121545+1786.041226481037j)
647,(2740.8116767082884+901.2772932981196j),(9990.515815613202+3258.3469527597845j),(5370.548274222954+1785.4519939143015j)
648,(2857.1529602302567+939.3862690697264j),(9810.818358985902+3200.645734790972j),(5188.591447125272+1724.5070646046188j)
649,(2857.176873295014+938.8853020232644j),(9993.377847673039+3260.921306141624j),(4998.256656104399+1661.6290260408828j)
650,(2712.335916407661+893.3918778243592j),(7429.10917182417+2424.659159905041j),(5001.6270992795235+1656.507347423081j)
651,(2712.1672526218827+893.694746276545j),(7478.274179307236+2440.3041903129147j),(5197.011731009312+1721.03549466909j)
652,(3017.288199268633+993.8313438885749j),(7257.978318769198+2370.387036808705j),(5356.2392741544645+1772.113091159497j)
653,(3017.2875858052594+993.8302390710893j),(7259.013022222332+2370.719874053527j),(5356.23789954097+1772.1153409190556j)
654,(3324.0804341388857+1094.6997113995494j),(7006.955541970827+2291.2486921740615j),(5172.248728149369+1709.4480536999924j)
655,(7862.820918638258+2577.2698340397387j),(6843.229173063068+2258.5984246193843j),(5327.778213845547+1749.2265421600205j)
656,(7821.645340051182+2564.396924021011j),(6843.129513262518+2258.072064674154j),(5432.013525925145+1783.448084304229j)
657,(7821.94711192657+2564.9169055700513j),(6741.354346696731+2224.5584030683253j),(5432.197097304676+1783.1364262746588j)
658,(3765.067458064971+1241.1000553189767j),(6416.769493828433+2099.6380640341517j),(5644.413111010363+1862.0827259878138j)
659,(3606.495290801181+1193.7799781433314j),(3775.2910409297897+1238.2887651021395j),(5754.835794118168+1888.360450928318j)
660,(3424.5384502857514+1133.3048827659618j),(3900.856166850559+1278.9068865056415j),(5634.147832293278+1850.090709878445j)
661,(3830.9581217460027+1266.8618430405659j),(4280.998501761864+1404.1060585879763j),(5633.223932513637+1850.1127857692193j)
662,(3906.563088891355+1291.255228247713j),(4604.519478511991+1510.2787044049205j),(5632.376414814451+1850.7252997929272j)
663,(3992.5371697553687+1322.1015660849482j),(4603.017031922282+1507.864635122868j),(6815.254230703679+2238.0476005701435j)
664,(4140.4828594670735+1370.7974373776194j),(4569.537016999537+1497.4786596992428j),(6696.671712911621+2198.5030041875652j)
665,(4140.6304742238035+1370.1742607192211j),(4670.599248556253+1530.8659209208074j),(6500.193575439871+2134.646150533581j)
666,(4027.9485632684164+1321.511037231381j),(6300.841489328041+2074.2810555486585j),(1998.1801066280684+659.5599122723672j)
667,(14954.494896334581+4838.482600777331j),(6223.797818575706+2080.267406536477j),(4053.683798104561+1317.0107975482329j)
668,(15173.100436500737+4909.708094631992j),(5840.982695595771+1954.251363179958j),(3949.1760535937237+1282.2030448726714j)
669,(14764.894721598672+4783.803560032312j),(5814.960099909098+1943.2283427538632j),(4463.684366293238+1450.0726786864975j)
670,(4271.843502285692+1402.7487625833392j),(5784.52303267477+1904.1199481221413j),(2418.9471770840582+797.5574754436889j)
671,(5705.136952452754+1870.4916707594193j),(5782.379726223521+1907.6806357338978j),(2417.9664080257403+795.7991551934039j)
672,(5595.8161643736585+1834.0767338939584j),(5983.919170800067+1974.2705651636552j),(2159.3800424264477+710.8756479052153j)
673,(5919.143870727597+1938.1901196922001j),(5933.439319886511+1959.5754296872565j),(1809.9680658324137+595.6829409776228j)
674,(4954.0956390106685+1624.8779710422853j),(6045.42166788951+1992.4360505950326j),(2072.0624822588743+683.1031728369403j)
675,(9259.910014961568+3019.865598299588j),(6196.967486390575+2058.1104103536345j),(1907.9414487155036+625.5166973458017j)
676,(8859.597525686382+2890.134574767273j),(6136.92803588834+2036.9322708995815j),(1862.1344939484459+610.8196047909298j)
677,(8857.543536635563+2887.689345089242j),(6787.635643020996+2252.503153528771j),(1976.8935434147731+649.1587262881179j)
678,(8595.125804139678+2803.0565229040935j),(6800.3798551257605+2255.63350684762j),(1977.0543588962776+649.475390194948j)
679,(8593.642148316081+2801.5342792390747j),(7310.974344123179+2424.2621087874895j),(2142.9927976167032+704.6100009378813j)
680,(10843.510419144386+3535.9989839574905j),(7320.781555071268+2433.6142966376774j),(1952.1489312130022+640.9995327763561j)
681,(10985.011152356+3581.8765292793364j),(7320.494649812779+2434.082684871246j),(1952.071057638063+640.8600574949239j)
682,(10951.24440266307+3573.835059927181j),(6709.032548589168+2230.3982881904967j),(1952.433580847211+640.3035595205653j)
683,(10733.961752485468+3497.0836662549764j),(8868.101603220448+2943.679444258681j),(2099.570988354309+690.7947322913265j)
684,(10672.254491236676+3482.5593202432083j),(7913.16943475849+2626.125125019589j),(2422.482106177467+795.6024879300203j)
685,(10735.963036880634+3504.714055273145j),(7984.510064899196+2649.224687160832j),(2739.097708556892+899.4106316010307j)
686,(10615.243110535162+3519.6263780429613j),(5718.989969236641+1883.1443300769965j),(10647.019419267788+3462.5408999292304j)
687,(10614.373337695912+3519.910095348816j),(5823.491323799524+1917.1267399767387j),(10838.472597051004+3525.4143706511113j)
688,(10613.924907507891+3519.12071607852j),(5913.8154087660405+1946.631461840585j),(10837.942308799444+3526.3133877307623j)
689,(10766.669027262227+3521.532600929371j),(5779.81590617593+1919.7912740684544j),(2750.4831849749544+900.2959181279775j)
690,(10826.521545981619+3545.3106248530207j),(5460.906775026963+1813.0551713897614j),(3209.281340768847+1049.5521264614538j)
691,(10973.44266947889+3592.251804401617j),(5521.430512694033+1833.790733971922j),(3105.6411735638744+1015.6428639920239j)
692,(10791.08015693377+3534.3694061970727j),(5411.495526099179+1796.3738465449874j),(3227.4691076692025+1055.3712277434188j)
693,(10789.94052580916+3536.2734779842726j),(5410.969737860198+1795.4264654031417j),(3636.380078345089+1188.9318033235538j)
694,(14336.721036594163+4693.805338827334j),(6104.082430094364+2032.5264605846514j),(3523.170437998137+1150.1183681181978j)
695,(14345.693198220471+4697.241319863921j),(6103.986059324863+2032.3958892701344j),(3568.4523786199834+1164.7359266842514j)
696,(12125.611488612107+3974.575435130985j),(6148.156158120924+2040.3457769393576j),(3439.2567251771843+1125.951684515972j)
697,(13278.442673954069+4346.091044230131j),(6145.461106914099+2044.7526182864335j),(3437.6293370430208+1123.0683439064883j)
698,(13101.608039623217+4287.503436549233j),(6264.980162278174+2084.2006311985774j),(3437.6297925729746+1123.5075958681016j)
699,(13259.791723568422+4336.956871896046j),(6385.480371617876+2125.3901500686507j),(3224.451745859827+1054.0008401684863j)
700,(10658.296914314862+3486.811570140754j),(6387.686463102473+2120.0311139752475j),(3575.189202189352+1170.702229611084j)
701,(10638.799819595832+3498.5112915208415j),(6391.307862658528+2114.3273305888997j),(6682.66931281492+2183.250233321264j)
702,(10630.03982260311+3481.730505275385j),(9347.301280848285+3087.647969175661j),(6509.216997026389+2139.3239877761953j)
703,(10622.46679845221+3492.8857952615763j),(9514.350639116406+3133.115944077534j),(8742.137815153883+2870.7109199624274j)
704,(10663.4402599844+3505.6240407521454j),(9510.493174135401+3132.4412335404995j),(8694.24713311826+2855.1142494230685j)
705,(10718.337909345437+3529.8389614885655j),(10119.086335838509+3325.0627601738124j),(10136.804065823877+3330.2032522960426j)
706,(10719.005205141884+3528.723546010537j),(10119.725899986286+3326.1731584042477j),(9915.55996635661+3257.8825188038336j)
707,(10173.254600855427+3351.317871974884j),(10132.81381668163+3326.6357786570948j),(10143.49852726316+3334.5088019210334j)
708,(10166.497649416307+3343.334420751776j),(9468.59213819658+3115.819825743563j),(8680.33828542372+2851.9150150026194j)
709,(10127.547678408242+3338.682821844739j),(9801.923936059547+3217.7989222724004j),(10968.128317366645+3605.2794713283242j)
